,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,
1233.9,9,0,8,3,4,4,14,0,4,1233900
1234,21,1,4,4,2,5,23,0,1,1234000
1234.1,16,3,8,2,6,8,18,1,1,1234100
1234.2,16,2,0,4,4,5,21,2,2,1234200
1234.3,24,1,1,1,3,1,19,1,0,1234300
1234.4,21,1,2,1,2,4,16,3,2,1234400
1234.5,15,1,3,1,3,0,16,1,1,1234500
1234.6,18,2,1,4,6,2,19,1,1,1234600
1234.7,11,0,4,1,5,5,31,2,0,1234700
1234.8,23,2,5,0,6,1,45,1,0,1234800
1234.9,22,1,2,5,9,5,16,1,0,1234900
1235,10,0,4,3,4,4,23,2,2,1235000
1235.1,21,1,3,1,6,5,14,4,5,1235100
1235.2,14,4,4,1,9,4,22,0,2,1235200
1235.3,27,0,5,1,5,5,33,2,3,1235300
1235.4,21,0,4,2,0,2,25,1,5,1235400
1235.5,17,1,2,2,5,2,28,1,1,1235500
1235.6,23,1,2,0,6,1,28,0,4,1235600
1235.7,10,1,3,1,4,1,23,2,1,1235700
1235.8,25,3,2,1,4,4,24,1,3,1235800
1235.9,10,1,4,1,6,2,13,0,2,1235900
1236,21,2,0,2,4,5,23,4,2,1236000
1236.1,24,3,3,1,7,2,15,0,2,1236100
1236.2,20,1,4,2,3,1,26,0,0,1236200
1236.3,29,2,2,2,6,3,31,2,0,1236300
1236.4,17,0,5,2,2,2,19,2,7,1236400
1236.5,14,0,1,2,6,4,24,1,0,1236500
1236.6,14,5,4,4,10,3,23,1,5,1236600
1236.7,18,2,0,1,3,4,22,1,3,1236700
1236.8,17,4,5,2,4,4,29,0,2,1236800
1236.9,10,2,3,4,6,5,10,1,2,1236900
1237,9,0,4,0,3,3,18,3,2,1237000
1237.1,12,0,1,2,7,3,24,0,2,1237100
1237.2,22,2,4,2,3,4,26,1,0,1237200
1237.3,8,1,1,3,3,4,20,0,3,1237300
1237.4,20,2,1,1,6,6,27,2,4,1237400
1237.5,19,2,1,1,4,3,27,1,1,1237500
1237.6,21,0,3,3,2,2,26,0,4,1237600
1237.7,27,0,1,2,1,2,18,2,1,1237700
1237.8,19,2,2,2,4,2,24,1,1,1237800
1237.9,13,0,4,1,1,1,15,1,3,1237900
1238,20,3,1,2,1,4,23,2,5,1238000
1238.1,16,3,4,1,5,0,15,3,1,1238100
1238.2,24,1,4,1,5,3,24,0,4,1238200
1238.3,12,2,1,1,4,3,25,1,1,1238300
1238.4,16,0,7,0,2,2,22,1,6,1238400
1238.5,12,2,4,4,7,2,16,0,4,1238500
1238.6,19,1,0,7,5,3,18,0,1,1238600
1238.7,28,1,4,0,6,6,25,2,1,1238700
1238.8,11,0,2,1,5,2,34,1,0,1238800
1238.9,22,0,6,3,2,4,25,3,1,1238900
1239,20,2,5,0,1,3,30,0,0,1239000
1239.1,18,4,2,2,1,3,21,2,2,1239100
1239.2,21,3,3,0,9,1,9,0,1,1239200
1239.3,13,3,8,2,3,1,9,0,1,1239300
1239.4,15,1,2,2,7,4,21,2,2,1239400
1239.5,13,3,3,3,2,4,27,1,7,1239500
1239.6,19,2,4,1,6,1,22,1,5,1239600
1239.7,21,2,6,2,2,2,25,0,1,1239700
1239.8,23,1,4,1,6,2,19,0,1,1239800
1239.9,12,2,3,3,4,2,17,4,5,1239900
1240,15,2,3,2,6,3,30,1,2,1240000
1240.1,19,1,4,1,5,0,32,1,0,1240100
1240.2,15,0,3,3,5,2,36,0,4,1240200
1240.3,18,2,1,1,3,4,19,3,4,1240300
1240.4,20,1,7,1,5,3,22,5,2,1240400
1240.5,18,0,4,3,8,4,17,1,3,1240500
1240.6,12,2,4,2,6,1,17,0,2,1240600
1240.7,13,2,3,0,2,2,24,4,1,1240700
1240.8,21,1,6,3,5,3,23,4,3,1240800
1240.9,16,2,3,2,4,4,15,0,2,1240900
1241,21,0,7,2,2,3,16,1,6,1241000
1241.1,23,2,5,1,7,3,22,1,2,1241100
1241.2,18,1,2,1,3,3,19,0,2,1241200
1241.3,15,0,1,0,2,3,43,1,2,1241300
1241.4,14,3,5,1,3,1,22,1,0,1241400
1241.5,14,0,2,4,3,3,30,0,1,1241500
1241.6,26,0,4,2,6,3,25,1,0,1241600
1241.7,21,1,2,8,4,2,26,1,1,1241700
1241.8,23,1,6,4,6,2,28,3,1,1241800
1241.9,22,3,1,2,2,2,27,2,3,1241900
1242,24,1,7,1,5,6,17,2,2,1242000
1242.1,14,0,6,1,6,3,13,2,5,1242100
1242.2,16,6,5,4,5,3,8,4,4,1242200
1242.3,25,1,3,1,4,4,26,0,4,1242300
1242.4,20,1,2,4,5,2,45,2,3,1242400
1242.5,16,2,3,1,5,4,23,0,7,1242500
1242.6,27,0,6,3,5,2,20,0,0,1242600
1242.7,22,2,2,1,7,3,17,1,3,1242700
1242.8,24,0,2,4,10,2,13,3,3,1242800
1242.9,17,0,7,2,0,4,23,0,7,1242900
1243,9,2,3,0,6,5,14,1,5,1243000
1243.1,20,0,2,3,6,6,11,2,1,1243100
1243.2,15,1,5,0,4,2,20,2,1,1243200
1243.3,25,3,2,1,4,3,25,4,2,1243300
1243.4,16,2,4,2,4,3,32,1,0,1243400
1243.5,21,2,4,1,7,1,21,1,1,1243500
1243.6,17,2,3,2,7,0,14,3,2,1243600
1243.7,25,2,6,1,2,2,22,3,1,1243700
1243.8,17,2,2,4,7,3,29,2,7,1243800
1243.9,26,1,1,2,1,2,30,0,0,1243900
1244,18,5,5,4,4,3,25,1,1,1244000
1244.1,23,2,2,1,3,2,23,0,4,1244100
1244.2,23,3,5,4,5,3,15,1,1,1244200
1244.3,14,3,5,3,6,2,21,2,4,1244300
1244.4,20,3,4,5,6,1,12,0,4,1244400
1244.5,16,3,4,2,3,3,31,0,8,1244500
1244.6,11,1,6,1,3,3,16,4,2,1244600
1244.7,15,2,5,3,5,4,34,1,5,1244700
1244.8,15,1,3,1,1,3,24,1,4,1244800
1244.9,12,0,3,1,6,2,21,0,3,1244900
1245,11,0,2,5,2,6,32,1,2,1245000
1245.1,16,0,4,3,6,3,26,1,2,1245100
1245.2,21,1,3,0,3,6,25,0,0,1245200
1245.3,18,3,6,1,3,4,8,1,3,1245300
1245.4,19,0,2,2,6,2,29,0,1,1245400
1245.5,12,2,3,1,3,3,22,2,1,1245500
1245.6,15,0,5,3,1,3,26,2,0,1245600
1245.7,15,2,4,2,6,3,15,2,2,1245700
1245.8,26,5,0,0,4,1,30,2,2,1245800
1245.9,16,4,2,3,4,1,24,1,1,1245900
1246,12,1,3,2,5,3,26,0,3,1246000
1246.1,14,1,4,1,5,1,29,0,1,1246100
1246.2,20,2,2,4,6,1,23,1,4,1246200
1246.3,14,1,0,4,1,2,12,1,0,1246300
1246.4,17,1,3,1,5,4,17,1,2,1246400
1246.5,20,1,4,4,3,2,16,0,3,1246500
1246.6,22,1,1,1,3,2,20,0,6,1246600
1246.7,26,0,4,1,8,0,23,0,6,1246700
1246.8,16,2,11,0,5,6,32,0,3,1246800
1246.9,21,0,8,2,7,3,21,0,2,1246900
1247,15,3,2,4,6,3,11,2,0,1247000
1247.1,11,1,2,1,2,5,19,0,1,1247100
1247.2,21,1,6,4,6,4,29,1,1,1247200
1247.3,23,2,1,1,1,3,20,0,3,1247300
1247.4,20,1,2,2,2,1,21,1,1,1247400
1247.5,16,1,0,3,13,4,26,2,1,1247500
1247.6,14,5,4,1,4,1,23,1,4,1247600
1247.7,13,3,4,2,6,3,21,1,0,1247700
1247.8,15,2,4,0,6,2,16,1,2,1247800
1247.9,15,2,2,6,5,5,23,2,3,1247900
1248,20,0,4,2,1,4,10,1,3,1248000
1248.1,17,2,2,4,3,3,30,1,3,1248100
1248.2,17,4,3,2,9,0,21,2,2,1248200
1248.3,24,2,5,3,2,3,24,2,2,1248300
1248.4,17,0,5,1,8,2,20,0,1,1248400
1248.5,12,4,6,3,2,1,21,3,2,1248500
1248.6,20,2,5,2,2,2,19,0,0,1248600
1248.7,26,0,5,2,2,2,19,4,2,1248700
1248.8,21,1,2,0,7,3,24,2,2,1248800
1248.9,22,2,1,4,6,2,19,2,0,1248900
1249,25,2,1,2,3,2,15,0,0,1249000
1249.1,24,4,5,2,5,2,18,3,0,1249100
1249.2,14,2,4,1,2,4,22,2,2,1249200
1249.3,22,2,1,1,3,1,14,2,2,1249300
1249.4,20,2,3,4,5,4,21,3,0,1249400
1249.5,14,1,0,3,5,1,28,1,1,1249500
1249.6,8,5,4,0,4,4,22,1,2,1249600
1249.7,14,2,3,4,2,4,39,4,1,1249700
1249.8,15,0,2,4,8,3,36,0,3,1249800
1249.9,22,3,3,1,4,4,15,1,3,1249900
1250,14,3,1,2,3,3,22,1,1,1250000
1250.1,13,3,5,4,4,4,22,2,3,1250100
1250.2,11,1,3,2,9,2,24,0,2,1250200
1250.3,24,0,2,2,4,3,14,2,4,1250300
1250.4,17,1,1,2,5,1,19,1,2,1250400
1250.5,24,0,4,1,4,1,14,0,4,1250500
1250.6,20,0,2,0,5,2,29,1,4,1250600
1250.7,14,1,4,1,5,4,16,2,3,1250700
1250.8,21,3,5,0,3,2,19,0,0,1250800
1250.9,14,0,3,9,3,1,22,2,1,1250900
1251,22,1,4,1,8,2,21,2,2,1251000
1251.1,20,1,3,6,1,2,24,0,6,1251100
1251.2,20,0,4,5,4,1,23,1,3,1251200
1251.3,28,4,4,1,7,2,23,0,2,1251300
1251.4,21,4,2,1,5,3,18,2,4,1251400
1251.5,17,1,4,1,0,3,26,1,3,1251500
1251.6,22,1,7,3,6,3,25,0,1,1251600
1251.7,19,3,4,2,2,2,36,3,1,1251700
1251.8,21,3,2,0,5,4,20,0,1,1251800
1251.9,24,1,2,2,5,4,18,0,2,1251900
1252,20,1,3,3,6,4,22,1,2,1252000
1252.1,24,0,3,2,3,3,32,3,3,1252100
1252.2,20,1,2,6,3,3,15,1,1,1252200
1252.3,17,3,2,1,3,2,18,0,1,1252300
1252.4,16,1,4,1,3,2,22,3,4,1252400
1252.5,14,1,5,0,6,2,24,2,2,1252500
1252.6,19,2,0,1,5,5,18,1,1,1252600
1252.7,18,2,4,6,6,5,22,2,1,1252700
1252.8,18,1,3,4,8,5,21,0,1,1252800
1252.9,14,1,1,0,6,4,24,3,1,1252900
1253,21,1,3,1,6,4,19,0,3,1253000
1253.1,17,1,4,0,7,1,28,0,0,1253100
1253.2,20,0,3,1,8,3,19,2,2,1253200
1253.3,26,1,3,1,5,3,21,0,1,1253300
1253.4,19,1,5,3,3,3,29,0,2,1253400
1253.5,18,2,1,0,6,2,13,0,4,1253500
1253.6,23,1,3,6,5,3,18,1,1,1253600
1253.7,14,0,3,1,3,2,26,2,1,1253700
1253.8,18,4,4,1,4,4,28,0,2,1253800
1253.9,26,1,8,2,1,6,19,1,2,1253900
1254,15,4,6,2,6,2,29,0,1,1254000
1254.1,17,2,6,2,4,2,21,1,6,1254100
1254.2,18,0,4,9,8,3,31,0,5,1254200
1254.3,16,1,4,0,3,4,26,1,3,1254300
1254.4,19,1,1,2,6,4,20,0,2,1254400
1254.5,17,2,4,0,8,1,17,2,3,1254500
1254.6,18,0,3,1,5,5,17,1,3,1254600
1254.7,16,0,2,2,2,3,24,1,0,1254700
1254.8,16,1,7,5,7,7,30,0,1,1254800
1254.9,17,3,4,1,4,2,17,2,3,1254900
1255,16,2,5,1,4,4,17,1,1,1255000
1255.1,19,3,3,3,2,2,23,0,3,1255100
1255.2,21,1,2,4,4,3,16,3,2,1255200
1255.3,26,3,3,1,8,3,23,1,2,1255300
1255.4,25,0,2,0,6,3,21,1,3,1255400
1255.5,12,2,5,3,4,2,23,0,1,1255500
1255.6,15,1,2,1,3,5,25,1,3,1255600
1255.7,19,2,4,3,1,2,23,0,4,1255700
1255.8,16,3,5,3,6,3,20,4,2,1255800
1255.9,32,2,5,1,4,6,9,1,1,1255900
1256,21,0,1,1,11,2,16,1,2,1256000
1256.1,16,3,4,0,4,2,7,3,0,1256100
1256.2,16,4,1,3,6,3,24,2,2,1256200
1256.3,25,0,4,0,2,5,25,0,1,1256300
1256.4,20,3,3,5,6,2,19,1,4,1256400
1256.5,18,0,4,1,4,3,18,1,3,1256500
1256.6,14,2,4,2,6,2,13,1,3,1256600
1256.7,16,1,3,1,6,0,16,1,2,1256700
1256.8,16,2,1,3,4,2,26,0,6,1256800
1256.9,18,2,2,2,1,6,24,2,1,1256900
1257,14,1,0,0,3,1,20,0,0,1257000
1257.1,19,0,8,5,5,3,20,1,3,1257100
1257.2,27,0,2,5,6,4,32,1,2,1257200
1257.3,18,2,4,2,3,4,17,0,1,1257300
1257.4,12,3,3,4,8,3,17,1,0,1257400
1257.5,19,0,1,2,6,2,25,0,1,1257500
1257.6,14,4,1,3,2,2,34,0,2,1257600
1257.7,18,1,5,3,6,5,21,1,6,1257700
1257.8,13,1,7,5,2,2,16,2,4,1257800
1257.9,21,3,1,4,5,1,18,2,2,1257900
1258,13,1,3,2,4,1,40,4,1,1258000
1258.1,23,1,3,3,4,6,23,1,0,1258100
1258.2,15,3,3,3,5,2,16,1,1,1258200
1258.3,17,3,5,3,1,2,23,2,1,1258300
1258.4,20,1,1,2,6,2,18,0,2,1258400
1258.5,16,1,3,1,2,4,21,1,1,1258500
1258.6,18,2,3,2,1,3,12,3,1,1258600
1258.7,21,0,1,3,4,1,15,0,1,1258700
1258.8,16,2,5,0,9,3,17,0,1,1258800
1258.9,16,3,6,3,5,0,20,1,2,1258900
1259,21,2,5,3,4,1,19,3,2,1259000
1259.1,17,0,6,2,3,5,16,3,1,1259100
1259.2,23,0,1,1,4,1,15,0,2,1259200
1259.3,13,2,4,2,5,2,22,0,2,1259300
1259.4,22,3,4,0,5,1,24,5,2,1259400
1259.5,15,2,4,1,4,4,22,1,2,1259500
1259.6,15,2,3,3,6,2,15,0,0,1259600
1259.7,16,5,5,5,3,1,17,2,1,1259700
1259.8,18,0,7,1,7,3,20,2,2,1259800
1259.9,23,3,1,3,7,3,22,0,3,1259900
1260,16,0,3,1,4,4,28,4,1,1260000
1260.1,19,2,5,2,6,3,26,3,0,1260100
1260.2,22,3,4,3,6,4,22,1,0,1260200
1260.3,13,3,3,3,5,2,18,2,6,1260300
1260.4,13,1,3,7,3,4,21,0,2,1260400
1260.5,16,1,0,1,3,1,22,0,1,1260500
1260.6,11,0,1,3,4,1,17,0,3,1260600
1260.7,21,1,4,3,2,3,17,2,1,1260700
1260.8,18,1,2,0,3,4,22,1,2,1260800
1260.9,15,2,4,3,6,1,31,3,0,1260900
1261,20,1,6,0,5,3,20,0,7,1261000
1261.1,14,1,3,1,2,5,25,0,1,1261100
1261.2,19,2,2,1,6,4,21,3,5,1261200
1261.3,16,2,3,2,5,5,18,1,3,1261300
1261.4,22,2,3,3,2,1,25,1,1,1261400
1261.5,14,0,2,1,3,0,17,1,2,1261500
1261.6,24,1,3,2,5,3,16,2,3,1261600
1261.7,22,1,1,1,5,3,14,2,0,1261700
1261.8,23,2,5,4,8,0,20,1,2,1261800
1261.9,21,0,5,1,7,4,25,2,1,1261900
1262,25,1,4,0,3,4,37,1,3,1262000
1262.1,20,2,1,1,5,5,27,0,3,1262100
1262.2,15,2,5,3,5,4,23,2,2,1262200
1262.3,17,1,6,3,7,6,20,0,2,1262300
1262.4,23,1,2,1,2,4,20,1,1,1262400
1262.5,16,2,7,4,6,2,11,3,2,1262500
1262.6,20,0,5,3,6,2,15,1,1,1262600
1262.7,16,0,2,1,4,3,25,2,5,1262700
1262.8,21,0,1,2,8,3,19,1,3,1262800
1262.9,21,0,2,1,1,4,11,3,4,1262900
1263,15,0,6,0,5,2,18,2,3,1263000
1263.1,23,0,2,1,3,6,15,0,10,1263100
1263.2,13,2,3,4,5,2,28,1,6,1263200
1263.3,19,1,6,0,6,0,18,0,3,1263300
1263.4,20,1,5,1,3,0,23,1,0,1263400
1263.5,22,2,7,1,7,1,20,2,2,1263500
1263.6,19,1,3,4,5,3,20,1,1,1263600
1263.7,17,3,1,4,6,4,26,2,4,1263700
1263.8,20,2,2,0,5,3,26,4,8,1263800
1263.9,23,4,6,2,4,3,17,1,1,1263900
1264,16,4,0,0,3,1,21,0,3,1264000
1264.1,19,2,2,0,2,1,23,2,2,1264100
1264.2,27,1,4,1,4,0,31,0,1,1264200
1264.3,17,2,2,0,5,3,19,1,4,1264300
1264.4,19,0,5,2,3,0,21,3,2,1264400
1264.5,16,0,1,1,5,2,19,1,1,1264500
1264.6,17,2,1,1,5,3,18,0,5,1264600
1264.7,14,3,5,3,4,0,20,2,2,1264700
1264.8,19,1,3,1,1,3,28,2,5,1264800
1264.9,12,0,2,3,5,1,30,0,2,1264900
1265,19,1,2,0,3,3,26,0,1,1265000
1265.1,13,1,1,4,4,3,21,1,0,1265100
1265.2,21,0,3,1,6,5,11,1,3,1265200
1265.3,14,2,4,2,8,1,26,0,0,1265300
1265.4,24,3,7,0,3,3,26,2,3,1265400
1265.5,20,2,7,4,3,2,17,1,1,1265500
1265.6,26,2,0,0,8,4,25,1,3,1265600
1265.7,20,1,5,1,7,3,23,2,1,1265700
1265.8,18,1,7,3,5,2,13,1,5,1265800
1265.9,24,0,3,4,5,5,12,2,2,1265900
1266,15,1,0,1,4,2,15,0,0,1266000
1266.1,25,2,4,1,4,2,20,2,3,1266100
1266.2,14,1,4,2,4,1,21,2,2,1266200
1266.3,23,0,6,0,4,3,18,1,2,1266300
1266.4,29,1,3,2,1,5,22,2,5,1266400
1266.5,21,1,2,2,3,3,14,2,3,1266500
1266.6,24,0,5,0,4,0,20,2,1,1266600
1266.7,25,1,3,3,5,3,18,1,3,1266700
1266.8,19,1,2,4,3,3,15,1,2,1266800
1266.9,17,1,3,4,3,1,14,1,1,1266900
1267,14,1,2,3,7,1,27,0,0,1267000
1267.1,14,2,3,5,4,1,18,1,3,1267100
1267.2,19,1,3,1,8,2,20,1,7,1267200
1267.3,17,1,6,3,2,4,13,3,12,1267300
1267.4,20,0,0,1,5,3,21,1,4,1267400
1267.5,20,2,3,2,5,4,26,1,3,1267500
1267.6,14,1,6,5,7,2,27,0,1,1267600
1267.7,27,2,4,1,5,2,13,0,3,1267700
1267.8,28,2,3,1,2,3,12,0,1,1267800
1267.9,24,1,5,2,4,2,20,3,1,1267900
1268,14,2,7,2,4,4,23,2,0,1268000
1268.1,24,1,7,3,5,1,25,0,3,1268100
1268.2,11,1,2,2,7,2,29,0,0,1268200
1268.3,24,2,4,3,4,3,15,1,0,1268300
1268.4,17,0,2,4,2,2,14,4,3,1268400
1268.5,15,1,4,2,4,2,18,0,1,1268500
1268.6,18,0,0,0,5,0,29,1,5,1268600
1268.7,18,4,3,1,5,2,15,0,0,1268700
1268.8,19,0,1,5,8,3,23,1,2,1268800
1268.9,24,1,3,3,4,4,21,1,4,1268900
1269,17,2,5,2,4,4,20,0,1,1269000
1269.1,17,1,4,3,3,4,17,3,1,1269100
1269.2,20,1,3,1,5,3,17,1,3,1269200
1269.3,22,2,2,1,5,2,22,2,0,1269300
1269.4,17,2,3,3,5,7,13,0,4,1269400
1269.5,18,0,3,0,5,5,23,1,1,1269500
1269.6,23,1,2,0,5,2,16,0,3,1269600
1269.7,18,2,5,2,0,3,18,0,0,1269700
1269.8,18,2,2,3,7,4,18,0,6,1269800
1269.9,15,2,5,0,6,6,13,2,2,1269900
1270,19,0,5,2,6,2,15,1,3,1270000
1270.1,19,2,4,1,4,2,11,2,0,1270100
1270.2,25,0,4,3,3,2,23,3,0,1270200
1270.3,9,1,6,1,2,3,21,0,1,1270300
1270.4,16,1,5,1,9,4,23,3,1,1270400
1270.5,18,2,4,1,4,2,15,1,1,1270500
1270.6,10,0,3,0,9,4,19,0,2,1270600
1270.7,31,1,5,3,1,6,16,1,4,1270700
1270.8,19,1,4,1,1,5,20,0,0,1270800
1270.9,20,1,3,3,5,3,13,1,2,1270900
1271,19,2,3,2,5,2,32,1,2,1271000
1271.1,12,1,5,3,7,2,28,0,2,1271100
1271.2,22,0,1,2,5,2,23,2,0,1271200
1271.3,23,4,1,1,7,0,21,1,3,1271300
1271.4,19,1,1,1,2,0,31,0,1,1271400
1271.5,15,1,5,1,2,4,24,0,3,1271500
1271.6,22,4,3,5,3,2,17,2,0,1271600
1271.7,24,2,6,2,3,2,21,2,2,1271700
1271.8,15,1,5,1,0,3,21,3,7,1271800
1271.9,12,2,4,1,3,1,11,0,4,1271900
1272,16,2,6,3,4,2,12,0,4,1272000
1272.1,18,3,1,0,5,3,29,1,3,1272100
1272.2,13,0,4,2,4,1,13,5,1,1272200
1272.3,18,2,1,2,5,4,17,2,1,1272300
1272.4,22,1,6,1,4,2,26,0,4,1272400
1272.5,23,3,2,0,1,1,30,1,3,1272500
1272.6,17,1,1,1,3,1,21,2,3,1272600
1272.7,21,1,4,3,4,2,16,1,4,1272700
1272.8,21,0,2,1,2,3,12,2,3,1272800
1272.9,19,0,3,0,7,1,15,2,2,1272900
1273,14,2,3,3,6,3,14,1,3,1273000
1273.1,18,1,3,4,5,3,26,0,3,1273100
1273.2,11,0,1,2,2,3,32,0,4,1273200
1273.3,17,1,4,2,5,3,18,0,2,1273300
1273.4,15,3,2,3,3,2,24,1,3,1273400
1273.5,21,0,3,3,4,3,33,2,1,1273500
1273.6,15,0,4,2,5,4,19,2,2,1273600
1273.7,18,1,2,2,3,4,22,0,1,1273700
1273.8,20,1,8,5,4,1,26,1,2,1273800
1273.9,18,1,6,0,4,2,22,3,1,1273900
1274,23,1,1,3,5,1,27,1,0,1274000
1274.1,18,2,5,1,3,7,22,0,1,1274100
1274.2,19,0,4,1,6,2,19,1,3,1274200
1274.3,20,2,2,1,4,4,16,3,2,1274300
1274.4,13,1,5,0,2,6,23,0,3,1274400
1274.5,13,3,1,3,4,2,18,2,6,1274500
1274.6,18,0,6,2,2,3,19,0,3,1274600
1274.7,17,0,2,2,2,4,22,3,2,1274700
1274.8,19,0,3,2,2,2,19,1,2,1274800
1274.9,21,0,4,1,5,4,11,0,2,1274900
1275,19,2,2,1,3,6,17,0,1,1275000
1275.1,21,4,1,1,4,4,21,0,2,1275100
1275.2,18,2,2,2,5,5,21,0,0,1275200
1275.3,11,1,1,0,3,3,23,0,4,1275300
1275.4,24,2,7,4,5,2,19,1,4,1275400
1275.5,17,1,7,1,4,4,24,0,3,1275500
1275.6,12,5,3,1,3,3,26,1,3,1275600
1275.7,19,2,1,0,6,2,28,0,2,1275700
1275.8,16,0,5,1,5,6,14,3,3,1275800
1275.9,15,2,4,3,7,3,17,2,2,1275900
1276,13,2,1,0,2,2,15,2,2,1276000
1276.1,9,1,1,1,7,2,11,3,3,1276100
1276.2,12,3,3,1,5,3,15,0,4,1276200
1276.3,15,1,1,1,4,4,32,1,2,1276300
1276.4,18,1,1,3,8,1,23,0,4,1276400
1276.5,25,1,2,1,5,2,30,0,2,1276500
1276.6,13,0,5,1,7,2,20,0,1,1276600
1276.7,15,2,4,3,4,3,13,0,2,1276700
1276.8,22,2,7,2,2,3,24,0,2,1276800
1276.9,14,1,6,5,6,3,27,0,2,1276900
1277,17,0,3,3,3,2,9,3,2,1277000
1277.1,12,0,1,3,4,4,12,0,3,1277100
1277.2,19,2,4,0,4,7,25,0,2,1277200
1277.3,25,1,3,5,8,2,30,1,1,1277300
1277.4,15,1,1,3,0,3,19,0,2,1277400
1277.5,17,0,6,3,4,1,21,2,1,1277500
1277.6,16,2,3,1,3,2,16,1,3,1277600
1277.7,13,1,4,2,3,8,31,4,0,1277700
1277.8,16,3,5,0,4,3,31,2,2,1277800
1277.9,26,1,4,2,10,3,22,2,1,1277900
1278,20,1,6,1,4,1,23,1,3,1278000
1278.1,33,2,2,7,7,3,216,1,1,1278100
1278.2,19,3,3,3,5,4,57,2,1,1278200
1278.3,12,2,5,4,6,5,24,0,5,1278300
1278.4,16,0,6,1,8,3,25,2,3,1278400
1278.5,23,3,3,0,4,3,20,3,4,1278500
1278.6,26,0,2,1,4,0,19,1,3,1278600
1278.7,12,1,6,4,6,6,19,1,4,1278700
1278.8,22,0,5,1,4,3,25,1,2,1278800
1278.9,32,4,2,4,1,0,21,3,2,1278900
1279,18,0,2,4,4,4,30,2,0,1279000
1279.1,10,3,6,2,6,4,15,1,1,1279100
1279.2,21,3,0,2,4,4,29,3,3,1279200
1279.3,15,1,2,1,3,5,27,2,1,1279300
1279.4,15,1,3,0,3,5,19,1,3,1279400
1279.5,25,0,6,2,1,1,17,2,1,1279500
1279.6,15,3,1,3,4,2,30,1,2,1279600
1279.7,17,0,1,2,6,0,26,0,1,1279700
1279.8,20,0,3,2,8,1,20,1,1,1279800
1279.9,18,1,3,0,4,4,18,0,1,1279900
1280,11,2,1,3,11,2,21,0,3,1280000
1280.1,23,0,6,2,5,2,30,0,3,1280100
1280.2,22,2,2,2,7,3,22,1,1,1280200
1280.3,17,0,4,0,3,4,16,0,2,1280300
1280.4,21,0,1,1,3,5,21,0,4,1280400
1280.5,17,2,1,3,3,1,22,1,1,1280500
1280.6,25,2,4,2,2,0,26,0,4,1280600
1280.7,18,3,2,2,6,3,24,0,1,1280700
1280.8,17,1,1,0,1,4,22,0,2,1280800
1280.9,21,1,3,2,2,5,13,1,1,1280900
1281,15,0,2,2,3,3,21,2,0,1281000
1281.1,30,1,3,0,6,2,26,1,1,1281100
1281.2,18,1,2,5,6,5,13,0,6,1281200
1281.3,23,1,1,2,3,4,28,0,3,1281300
1281.4,15,2,2,1,7,4,34,3,6,1281400
1281.5,17,0,4,2,7,4,19,0,0,1281500
1281.6,17,0,4,0,2,1,15,1,2,1281600
1281.7,21,2,3,4,5,2,13,2,3,1281700
1281.8,19,3,2,1,2,2,26,2,2,1281800
1281.9,17,3,2,4,1,5,13,1,0,1281900
1282,18,0,1,1,3,3,21,1,2,1282000
1282.1,20,2,0,3,4,2,20,0,4,1282100
1282.2,17,3,6,3,4,4,23,2,2,1282200
1282.3,24,1,4,2,7,4,35,1,3,1282300
1282.4,19,1,2,1,4,7,27,1,4,1282400
1282.5,16,1,2,0,5,5,16,1,6,1282500
1282.6,21,3,4,1,7,2,23,1,2,1282600
1282.7,19,0,1,0,4,2,10,2,2,1282700
1282.8,19,1,4,0,5,0,26,1,3,1282800
1282.9,12,2,4,1,3,1,22,1,4,1282900
1283,24,4,3,1,2,5,23,0,6,1283000
1283.1,16,2,5,1,4,5,20,2,3,1283100
1283.2,23,2,2,4,2,3,29,0,0,1283200
1283.3,14,2,3,3,5,2,35,2,5,1283300
1283.4,10,1,3,1,1,3,21,1,6,1283400
1283.5,21,0,3,3,3,6,29,2,0,1283500
1283.6,19,1,2,3,8,1,20,0,3,1283600
1283.7,14,1,3,1,4,3,35,1,2,1283700
1283.8,21,0,6,1,7,4,29,1,4,1283800
1283.9,12,2,5,3,4,0,23,0,3,1283900
1284,18,2,3,1,6,4,21,4,0,1284000
1284.1,19,1,4,0,6,4,30,0,0,1284100
1284.2,18,3,4,3,4,4,28,0,1,1284200
1284.3,25,1,5,2,6,4,21,0,1,1284300
1284.4,13,3,4,2,2,2,27,0,2,1284400
1284.5,17,2,3,4,8,3,25,1,1,1284500
1284.6,16,4,3,3,7,4,18,3,0,1284600
1284.7,24,2,3,2,5,4,10,1,5,1284700
1284.8,19,1,3,5,9,2,23,1,1,1284800
1284.9,14,2,6,2,8,4,27,1,4,1284900
1285,20,2,7,0,7,1,26,1,4,1285000
1285.1,11,0,1,1,4,2,23,1,2,1285100
1285.2,28,3,3,0,6,3,19,1,4,1285200
1285.3,15,1,5,0,5,2,35,3,2,1285300
1285.4,13,0,1,1,3,1,28,1,0,1285400
1285.5,16,0,7,3,3,4,19,0,0,1285500
1285.6,14,1,2,4,2,7,25,5,1,1285600
1285.7,18,2,1,3,4,1,24,2,2,1285700
1285.8,19,0,3,0,2,2,26,2,1,1285800
