,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,
1181.9,24,1,2,1,4,4,26,3,1,1181900
1182,19,1,4,4,10,4,18,0,1,1182000
1182.1,26,1,1,3,6,2,22,0,2,1182100
1182.2,17,1,2,2,4,3,20,1,4,1182200
1182.3,14,1,5,3,3,3,22,2,2,1182300
1182.4,18,0,2,3,3,2,23,1,0,1182400
1182.5,16,4,7,3,2,7,14,2,4,1182500
1182.6,21,1,4,4,6,4,25,1,2,1182600
1182.7,10,0,4,4,4,3,42,1,5,1182700
1182.8,19,2,6,4,4,2,32,1,3,1182800
1182.9,25,1,0,3,3,4,33,0,1,1182900
1183,25,0,3,0,2,2,24,0,3,1183000
1183.1,17,0,3,4,5,1,23,0,0,1183100
1183.2,32,1,3,3,4,5,17,2,2,1183200
1183.3,20,1,2,3,6,3,16,1,2,1183300
1183.4,17,0,4,6,2,5,11,2,1,1183400
1183.5,18,5,2,2,9,6,11,0,1,1183500
1183.6,16,1,1,3,5,5,12,0,3,1183600
1183.7,22,1,3,1,5,2,24,0,4,1183700
1183.8,15,0,4,5,9,2,27,0,0,1183800
1183.9,18,0,4,2,2,0,31,0,1,1183900
1184,17,2,4,2,5,2,18,1,2,1184000
1184.1,17,0,2,3,8,1,13,2,5,1184100
1184.2,23,0,3,4,6,5,19,0,5,1184200
1184.3,19,3,6,1,3,3,21,0,2,1184300
1184.4,18,0,2,1,2,0,27,0,3,1184400
1184.5,12,3,1,2,5,0,23,0,2,1184500
1184.6,16,1,2,2,2,3,16,1,2,1184600
1184.7,20,0,2,2,3,1,11,0,2,1184700
1184.8,15,1,5,4,5,3,28,3,3,1184800
1184.9,22,4,6,1,6,6,26,1,2,1184900
1185,13,1,4,6,8,1,39,1,6,1185000
1185.1,21,2,8,3,7,4,19,0,2,1185100
1185.2,29,1,4,5,4,4,30,0,2,1185200
1185.3,11,0,7,4,2,2,23,0,2,1185300
1185.4,13,2,5,1,10,1,24,0,1,1185400
1185.5,16,1,3,1,2,2,24,1,4,1185500
1185.6,19,2,6,3,1,1,28,1,5,1185600
1185.7,23,2,2,1,3,0,20,2,4,1185700
1185.8,25,2,1,3,4,2,21,2,0,1185800
1185.9,18,3,4,2,2,4,27,2,2,1185900
1186,16,0,1,1,2,2,13,1,1,1186000
1186.1,17,2,1,2,4,1,15,2,1,1186100
1186.2,21,3,2,1,4,1,20,0,0,1186200
1186.3,23,1,5,1,7,5,26,2,3,1186300
1186.4,15,0,3,3,4,6,26,2,2,1186400
1186.5,18,0,5,4,3,2,16,1,0,1186500
1186.6,16,2,5,2,5,1,20,1,11,1186600
1186.7,22,0,3,2,3,0,17,1,10,1186700
1186.8,17,2,1,3,1,0,23,2,2,1186800
1186.9,27,0,4,2,3,3,23,1,2,1186900
1187,16,3,1,2,4,5,19,1,2,1187000
1187.1,17,0,2,2,1,7,18,1,1,1187100
1187.2,16,0,2,2,2,3,22,0,5,1187200
1187.3,28,0,3,1,4,2,17,0,5,1187300
1187.4,17,2,2,3,2,2,25,1,1,1187400
1187.5,16,2,3,3,4,2,19,3,5,1187500
1187.6,22,1,5,1,6,3,13,1,1,1187600
1187.7,19,0,5,1,6,3,18,3,1,1187700
1187.8,23,2,7,1,4,2,26,0,1,1187800
1187.9,20,0,7,1,4,7,20,3,7,1187900
1188,16,0,2,0,2,2,23,2,1,1188000
1188.1,28,0,5,0,5,4,21,0,0,1188100
1188.2,25,0,1,1,8,1,25,3,5,1188200
1188.3,14,1,3,1,3,3,19,0,3,1188300
1188.4,16,1,5,1,3,3,25,3,5,1188400
1188.5,18,1,3,2,6,1,19,1,4,1188500
1188.6,16,3,1,1,9,4,16,2,1,1188600
1188.7,17,1,4,3,4,2,14,3,7,1188700
1188.8,13,0,1,3,5,0,20,5,5,1188800
1188.9,15,1,0,3,5,3,21,0,1,1188900
1189,20,3,0,7,5,2,16,1,1,1189000
1189.1,29,2,3,0,2,4,17,1,0,1189100
1189.2,22,4,4,1,8,4,9,3,2,1189200
1189.3,18,3,2,2,5,2,15,5,2,1189300
1189.4,21,2,1,0,3,2,20,0,3,1189400
1189.5,19,2,2,3,7,3,16,1,0,1189500
1189.6,19,0,4,2,5,3,14,0,0,1189600
1189.7,22,2,1,3,6,2,28,2,5,1189700
1189.8,17,0,4,2,6,6,38,0,3,1189800
1189.9,20,2,1,0,3,1,34,1,3,1189900
1190,23,1,3,2,5,3,22,0,1,1190000
1190.1,21,1,3,0,5,3,33,0,1,1190100
1190.2,21,0,3,1,7,2,26,2,7,1190200
1190.3,24,2,4,3,8,1,36,3,1,1190300
1190.4,13,1,2,3,6,4,21,0,4,1190400
1190.5,17,2,5,2,3,2,22,0,8,1190500
1190.6,17,1,3,1,4,2,22,1,2,1190600
1190.7,19,1,3,1,7,3,32,0,1,1190700
1190.8,20,2,4,2,4,3,11,2,3,1190800
1190.9,23,1,5,1,4,2,17,1,3,1190900
1191,22,2,6,1,7,2,25,2,0,1191000
1191.1,22,1,0,1,7,3,21,1,3,1191100
1191.2,15,0,2,2,2,5,22,0,5,1191200
1191.3,20,1,3,1,5,3,14,3,3,1191300
1191.4,16,2,2,1,4,3,20,2,0,1191400
1191.5,23,0,3,1,8,3,14,3,4,1191500
1191.6,19,1,8,2,1,3,12,2,3,1191600
1191.7,16,3,4,1,8,1,23,1,2,1191700
1191.8,12,1,4,5,5,7,24,2,2,1191800
1191.9,24,0,3,2,3,4,16,1,1,1191900
1192,18,0,3,2,2,4,26,1,4,1192000
1192.1,19,2,4,2,4,2,18,0,2,1192100
1192.2,23,1,2,3,5,0,28,1,3,1192200
1192.3,15,0,9,2,3,3,22,0,6,1192300
1192.4,13,2,2,0,7,2,13,3,2,1192400
1192.5,11,3,1,1,6,3,18,0,1,1192500
1192.6,19,2,1,1,4,2,22,0,1,1192600
1192.7,22,1,3,1,6,3,20,3,3,1192700
1192.8,20,4,2,2,4,3,25,0,14,1192800
1192.9,21,2,1,2,5,2,24,0,1,1192900
1193,18,2,2,2,6,0,17,2,1,1193000
1193.1,22,2,1,1,2,3,26,0,1,1193100
1193.2,15,3,4,4,2,1,14,0,2,1193200
1193.3,16,0,8,0,5,1,12,1,5,1193300
1193.4,16,1,3,1,5,3,18,2,4,1193400
1193.5,23,3,0,1,4,2,20,2,5,1193500
1193.6,14,0,2,3,6,3,23,1,7,1193600
1193.7,12,1,3,3,3,3,31,1,0,1193700
1193.8,21,4,4,2,3,4,18,1,1,1193800
1193.9,22,1,2,3,2,0,26,2,4,1193900
1194,17,0,4,6,2,4,22,0,0,1194000
1194.1,22,1,2,2,7,3,28,2,3,1194100
1194.2,22,2,7,1,2,4,28,0,2,1194200
1194.3,18,1,3,2,4,4,19,0,1,1194300
1194.4,18,2,5,2,10,1,22,1,2,1194400
1194.5,22,0,2,1,7,1,22,2,4,1194500
1194.6,12,3,1,3,4,3,17,1,1,1194600
1194.7,19,0,2,1,3,1,15,1,3,1194700
1194.8,12,2,2,0,5,2,29,0,3,1194800
1194.9,19,1,1,4,4,2,28,1,4,1194900
1195,16,2,1,4,4,1,16,1,1,1195000
1195.1,19,2,3,4,3,0,19,1,2,1195100
1195.2,22,0,1,2,7,3,19,2,1,1195200
1195.3,22,0,3,4,9,3,25,0,6,1195300
1195.4,23,0,4,3,2,3,17,1,1,1195400
1195.5,22,1,2,1,5,1,13,2,3,1195500
1195.6,22,3,3,2,7,1,14,2,4,1195600
1195.7,21,0,4,2,5,3,25,0,3,1195700
1195.8,17,3,4,3,4,2,16,2,4,1195800
1195.9,21,1,3,0,4,4,16,0,3,1195900
1196,20,2,2,1,6,8,24,0,1,1196000
1196.1,19,2,6,1,3,2,23,0,2,1196100
1196.2,20,1,3,1,4,5,18,1,1,1196200
1196.3,16,1,1,5,3,3,27,0,9,1196300
1196.4,26,0,3,4,5,7,18,3,3,1196400
1196.5,18,1,1,5,7,2,27,3,3,1196500
1196.6,19,2,4,2,5,1,17,2,5,1196600
1196.7,9,2,5,1,4,6,12,3,3,1196700
1196.8,20,0,3,4,7,6,22,1,2,1196800
1196.9,23,1,3,3,9,6,23,0,5,1196900
1197,15,3,6,3,3,4,24,3,1,1197000
1197.1,14,1,5,3,4,6,7,1,7,1197100
1197.2,15,0,3,3,3,3,20,1,5,1197200
1197.3,17,1,3,0,2,2,33,1,1,1197300
1197.4,14,2,1,2,4,0,16,5,3,1197400
1197.5,14,0,7,1,5,2,15,0,0,1197500
1197.6,21,0,2,4,7,5,20,2,0,1197600
1197.7,15,2,3,1,2,3,23,2,1,1197700
1197.8,17,1,4,1,4,4,24,0,0,1197800
1197.9,25,0,6,2,7,3,16,2,3,1197900
1198,16,3,6,3,3,7,15,0,2,1198000
1198.1,23,1,3,2,3,3,19,0,2,1198100
1198.2,19,3,3,1,8,5,25,1,3,1198200
1198.3,21,1,3,2,6,2,19,3,2,1198300
1198.4,18,3,1,3,2,6,28,1,2,1198400
1198.5,26,0,3,3,5,2,21,2,1,1198500
1198.6,23,0,1,2,4,5,17,0,1,1198600
1198.7,16,0,1,2,5,5,25,0,3,1198700
1198.8,13,2,3,3,8,3,23,1,2,1198800
1198.9,21,2,0,0,5,4,17,0,3,1198900
1199,20,0,1,3,6,1,19,0,2,1199000
1199.1,19,0,1,3,7,3,23,2,1,1199100
1199.2,17,2,1,1,3,7,20,0,4,1199200
1199.3,16,1,1,4,6,3,17,0,2,1199300
1199.4,24,3,3,1,2,4,20,1,2,1199400
1199.5,15,2,6,0,6,3,8,1,2,1199500
1199.6,18,2,5,3,5,2,18,0,1,1199600
1199.7,20,1,1,1,4,3,24,1,4,1199700
1199.8,9,1,5,2,4,3,25,1,2,1199800
1199.9,22,0,2,2,8,2,27,0,4,1199900
1200,18,1,3,3,5,1,15,1,4,1200000
1200.1,19,1,2,5,6,2,41,3,3,1200100
1200.2,21,3,5,4,6,1,34,3,1,1200200
1200.3,14,6,2,1,4,1,26,0,5,1200300
1200.4,17,2,2,2,3,2,27,1,2,1200400
1200.5,22,1,2,1,7,0,18,2,0,1200500
1200.6,13,2,2,3,4,2,27,3,6,1200600
1200.7,24,1,2,1,3,2,16,2,3,1200700
1200.8,15,1,4,2,5,1,8,0,0,1200800
1200.9,15,2,4,2,3,0,12,0,2,1200900
1201,20,1,3,3,5,2,16,0,3,1201000
1201.1,18,3,2,1,7,4,24,0,0,1201100
1201.2,14,2,4,0,5,2,21,0,5,1201200
1201.3,17,2,2,2,8,4,27,0,3,1201300
1201.4,19,1,1,3,2,2,28,1,4,1201400
1201.5,13,2,4,0,2,3,22,0,1,1201500
1201.6,22,2,2,3,4,2,21,0,1,1201600
1201.7,14,1,2,1,2,7,18,1,4,1201700
1201.8,15,0,4,1,4,7,16,0,2,1201800
1201.9,10,2,1,2,5,0,22,0,4,1201900
1202,15,1,2,2,2,2,14,2,0,1202000
1202.1,25,1,3,5,2,4,25,1,0,1202100
1202.2,9,3,2,3,5,1,46,1,3,1202200
1202.3,19,8,2,1,3,2,32,1,0,1202300
1202.4,17,1,9,1,3,3,18,0,3,1202400
1202.5,19,0,4,2,7,4,23,2,2,1202500
1202.6,14,0,2,1,5,3,15,0,2,1202600
1202.7,17,2,1,2,5,3,23,1,2,1202700
1202.8,20,0,8,2,4,3,24,0,5,1202800
1202.9,19,2,4,2,6,2,23,1,3,1202900
1203,18,2,8,1,5,3,20,1,1,1203000
1203.1,22,2,3,2,4,4,27,3,2,1203100
1203.2,19,0,1,1,9,2,27,0,2,1203200
1203.3,15,2,4,1,5,1,22,1,1,1203300
1203.4,17,2,5,0,5,3,30,0,2,1203400
1203.5,19,2,5,0,1,2,21,1,4,1203500
1203.6,17,0,4,3,3,4,16,1,4,1203600
1203.7,11,1,5,1,4,3,19,1,3,1203700
1203.8,19,1,2,1,2,6,18,2,5,1203800
1203.9,16,1,2,2,5,2,18,2,3,1203900
1204,14,2,3,3,5,4,19,0,1,1204000
1204.1,24,3,0,1,6,3,21,2,3,1204100
1204.2,21,3,3,0,5,5,27,1,2,1204200
1204.3,21,2,1,2,2,3,19,0,1,1204300
1204.4,15,0,6,0,6,3,26,1,2,1204400
1204.5,18,1,1,4,3,3,28,2,1,1204500
1204.6,9,2,7,5,6,2,15,2,4,1204600
1204.7,14,1,1,2,1,4,11,2,1,1204700
1204.8,18,1,3,0,2,3,23,1,2,1204800
1204.9,17,0,1,3,6,4,14,0,2,1204900
1205,28,0,8,1,3,0,18,1,2,1205000
1205.1,16,4,3,2,1,3,21,1,3,1205100
1205.2,13,0,3,1,4,3,17,1,1,1205200
1205.3,13,1,0,0,10,1,17,1,1,1205300
1205.4,14,5,3,3,5,0,21,0,3,1205400
1205.5,14,2,2,3,4,1,24,0,3,1205500
1205.6,19,1,2,1,5,3,20,0,4,1205600
1205.7,20,3,3,2,3,3,19,1,2,1205700
1205.8,18,4,2,1,4,3,39,2,2,1205800
1205.9,21,0,3,2,0,2,26,0,2,1205900
1206,18,2,2,1,5,4,11,2,1,1206000
1206.1,19,2,1,1,3,2,22,0,1,1206100
1206.2,13,0,6,1,5,3,13,0,4,1206200
1206.3,19,4,7,2,3,3,26,2,7,1206300
1206.4,14,2,2,5,6,0,15,1,2,1206400
1206.5,14,0,1,0,4,7,27,0,4,1206500
1206.6,16,4,2,5,5,1,27,1,5,1206600
1206.7,24,0,2,1,4,2,21,0,1,1206700
1206.8,11,1,1,2,3,3,14,1,3,1206800
1206.9,21,1,4,0,1,4,29,2,2,1206900
1207,18,1,5,4,3,1,30,0,1,1207000
1207.1,16,5,3,6,2,2,19,1,1,1207100
1207.2,14,1,0,1,4,3,23,2,2,1207200
1207.3,14,0,2,1,2,3,23,0,3,1207300
1207.4,19,0,0,0,0,0,29,2,1,1207400
1207.5,21,2,1,1,2,0,25,1,2,1207500
1207.6,28,1,4,2,6,2,28,1,1,1207600
1207.7,23,3,3,3,3,3,25,1,6,1207700
1207.8,17,1,3,1,6,5,22,2,4,1207800
1207.9,20,0,6,1,1,3,17,0,2,1207900
1208,20,0,2,3,6,2,21,1,0,1208000
1208.1,16,2,2,1,4,4,21,0,4,1208100
1208.2,16,2,3,2,9,4,21,0,1,1208200
1208.3,20,1,6,5,2,6,16,2,5,1208300
1208.4,19,2,3,4,9,3,21,1,3,1208400
1208.5,22,1,4,3,4,6,14,0,2,1208500
1208.6,15,3,2,1,10,1,24,2,3,1208600
1208.7,15,1,4,2,6,2,23,0,1,1208700
1208.8,28,2,4,5,3,0,18,1,0,1208800
1208.9,17,2,4,2,4,0,19,1,2,1208900
1209,18,1,4,4,4,1,21,0,3,1209000
1209.1,17,3,5,1,5,1,17,2,6,1209100
1209.2,28,3,3,3,6,2,22,2,6,1209200
1209.3,13,3,3,2,2,4,28,2,6,1209300
1209.4,18,2,3,1,4,1,31,0,1,1209400
1209.5,19,1,3,0,3,5,20,1,4,1209500
1209.6,18,3,3,2,6,3,32,0,3,1209600
1209.7,19,0,1,3,1,0,20,1,1,1209700
1209.8,22,1,4,2,4,4,29,2,2,1209800
1209.9,26,2,4,1,4,4,23,4,1,1209900
1210,24,0,2,2,3,3,25,3,0,1210000
1210.1,23,2,2,1,1,3,9,3,1,1210100
1210.2,18,2,2,2,4,0,27,0,2,1210200
1210.3,22,2,7,2,14,7,36,0,1,1210300
1210.4,19,1,2,2,3,1,22,5,1,1210400
1210.5,26,2,2,0,1,0,20,0,1,1210500
1210.6,15,0,2,1,2,4,28,2,2,1210600
1210.7,23,0,5,2,3,3,25,3,2,1210700
1210.8,20,1,3,3,10,7,28,0,1,1210800
1210.9,18,1,7,1,3,2,28,1,0,1210900
1211,23,0,3,4,4,3,28,0,5,1211000
1211.1,22,0,3,0,3,2,12,0,1,1211100
1211.2,22,2,1,3,5,5,11,2,2,1211200
1211.3,18,0,3,5,6,2,19,3,3,1211300
1211.4,12,1,2,3,7,2,27,3,0,1211400
1211.5,15,1,3,2,5,2,21,3,1,1211500
1211.6,18,1,4,1,7,0,22,0,3,1211600
1211.7,18,2,2,2,3,3,16,2,4,1211700
1211.8,19,4,3,4,8,3,13,3,4,1211800
1211.9,26,1,2,4,9,2,34,2,1,1211900
1212,14,3,6,1,6,3,20,1,0,1212000
1212.1,18,1,7,1,5,2,24,0,5,1212100
1212.2,18,2,5,3,5,3,22,0,5,1212200
1212.3,20,4,3,4,6,7,24,1,4,1212300
1212.4,18,0,5,2,3,4,19,3,1,1212400
1212.5,21,3,6,1,7,5,22,2,3,1212500
1212.6,18,0,7,3,6,2,9,2,2,1212600
1212.7,24,1,2,2,4,4,8,0,0,1212700
1212.8,18,3,3,1,6,5,17,3,3,1212800
1212.9,19,1,0,0,6,2,17,0,6,1212900
1213,21,2,5,2,5,1,20,3,1,1213000
1213.1,18,0,4,1,6,2,20,1,3,1213100
1213.2,19,3,1,2,4,2,21,1,3,1213200
1213.3,20,0,1,1,4,4,15,3,2,1213300
1213.4,13,2,5,3,6,3,19,2,4,1213400
1213.5,19,1,3,3,5,2,13,2,1,1213500
1213.6,13,2,3,3,7,2,22,0,2,1213600
1213.7,18,0,4,2,4,3,14,2,3,1213700
1213.8,13,2,2,3,7,4,15,0,1,1213800
1213.9,20,0,4,3,6,4,25,0,4,1213900
1214,19,2,3,0,2,3,26,0,1,1214000
1214.1,23,2,2,2,4,2,16,1,2,1214100
1214.2,13,0,1,2,2,1,17,3,6,1214200
1214.3,20,2,4,2,4,3,16,2,3,1214300
1214.4,11,0,4,2,4,4,27,2,3,1214400
1214.5,17,1,4,5,6,1,26,1,2,1214500
1214.6,20,0,1,1,6,3,12,2,0,1214600
1214.7,20,1,4,2,4,2,22,3,1,1214700
1214.8,22,6,6,0,4,3,31,1,4,1214800
1214.9,12,0,2,0,2,6,38,0,1,1214900
1215,21,3,5,1,4,1,20,1,4,1215000
1215.1,19,0,3,1,3,2,18,0,3,1215100
1215.2,19,0,2,2,2,2,28,0,3,1215200
1215.3,18,0,3,1,3,4,19,0,6,1215300
1215.4,26,3,3,2,0,3,29,1,0,1215400
1215.5,18,0,4,1,5,3,18,1,2,1215500
1215.6,19,1,4,2,7,2,22,5,0,1215600
1215.7,14,1,3,3,3,11,21,2,1,1215700
1215.8,25,0,4,3,4,3,17,0,2,1215800
1215.9,18,3,1,4,6,3,20,3,4,1215900
1216,22,3,1,4,4,7,30,3,2,1216000
1216.1,31,2,3,0,6,1,24,0,1,1216100
1216.2,17,2,2,1,8,3,24,1,1,1216200
1216.3,14,2,3,1,5,3,22,2,5,1216300
1216.4,15,3,5,2,4,6,9,3,1,1216400
1216.5,13,2,2,2,3,3,14,0,3,1216500
1216.6,20,2,2,2,4,5,12,2,1,1216600
1216.7,16,0,1,0,7,3,20,0,3,1216700
1216.8,14,1,3,1,8,2,26,2,3,1216800
1216.9,12,2,2,1,6,2,30,1,2,1216900
1217,16,1,2,3,1,3,31,3,3,1217000
1217.1,18,1,1,2,5,0,22,5,5,1217100
1217.2,10,3,5,2,5,2,21,3,0,1217200
1217.3,24,2,4,1,4,4,29,1,2,1217300
1217.4,18,1,4,3,8,2,29,1,3,1217400
1217.5,23,7,1,2,3,5,21,1,4,1217500
1217.6,14,3,3,2,3,4,21,2,2,1217600
1217.7,24,3,4,2,3,1,23,1,6,1217700
1217.8,17,1,3,4,4,2,19,1,2,1217800
1217.9,15,0,2,4,5,1,22,1,0,1217900
1218,23,3,1,1,1,4,18,1,1,1218000
1218.1,25,2,4,2,2,3,25,1,2,1218100
1218.2,20,2,3,4,5,3,26,1,3,1218200
1218.3,17,3,7,1,8,5,14,0,2,1218300
1218.4,12,0,2,2,4,4,20,2,1,1218400
1218.5,18,2,5,1,4,3,18,0,2,1218500
1218.6,25,1,1,6,4,3,10,0,1,1218600
1218.7,24,2,4,0,6,6,16,0,3,1218700
1218.8,14,4,4,0,7,2,19,2,4,1218800
1218.9,16,0,5,2,3,1,32,2,5,1218900
1219,21,1,4,1,4,0,9,1,2,1219000
1219.1,11,2,2,3,4,1,24,3,6,1219100
1219.2,21,0,6,2,5,1,27,2,4,1219200
1219.3,21,0,2,2,6,1,26,1,1,1219300
1219.4,18,2,7,0,3,3,27,3,3,1219400
1219.5,10,3,0,0,5,5,21,0,3,1219500
1219.6,26,5,3,2,2,4,22,0,3,1219600
1219.7,24,2,1,2,7,2,23,0,2,1219700
1219.8,22,2,1,2,1,0,25,0,2,1219800
1219.9,21,0,2,1,3,3,27,0,2,1219900
1220,20,0,3,2,3,1,18,1,0,1220000
1220.1,24,1,1,1,4,4,28,1,1,1220100
1220.2,20,0,0,2,8,1,33,3,1,1220200
1220.3,18,4,2,1,4,0,30,0,1,1220300
1220.4,15,0,5,2,5,3,40,2,2,1220400
1220.5,15,0,3,5,7,2,49,0,4,1220500
1220.6,18,1,2,4,5,4,31,1,0,1220600
1220.7,22,4,2,3,3,2,10,0,3,1220700
1220.8,18,1,1,3,3,2,29,3,1,1220800
1220.9,20,1,2,3,8,0,23,3,0,1220900
1221,19,4,7,2,5,1,35,1,0,1221000
1221.1,24,1,4,2,6,5,18,3,3,1221100
1221.2,20,0,0,5,8,1,33,1,2,1221200
1221.3,20,2,1,2,3,2,21,2,1,1221300
1221.4,14,1,1,4,6,2,24,3,1,1221400
1221.5,13,2,2,1,4,1,19,0,2,1221500
1221.6,9,1,1,1,4,0,27,0,0,1221600
1221.7,21,2,4,2,2,1,21,0,1,1221700
1221.8,24,0,4,3,2,1,23,2,2,1221800
1221.9,18,1,5,2,4,2,19,1,1,1221900
1222,16,1,5,2,5,4,35,4,1,1222000
1222.1,16,1,0,1,6,1,32,1,3,1222100
1222.2,18,0,3,2,3,3,21,0,4,1222200
1222.3,18,0,3,0,5,5,17,1,3,1222300
1222.4,11,4,2,2,3,0,18,1,1,1222400
1222.5,12,2,1,0,3,4,23,2,1,1222500
1222.6,15,4,1,3,6,2,21,1,1,1222600
1222.7,12,0,4,3,3,3,18,1,1,1222700
1222.8,17,2,1,3,4,0,18,3,0,1222800
1222.9,12,3,3,3,2,4,19,1,1,1222900
1223,20,2,4,2,8,5,20,0,2,1223000
1223.1,18,0,6,2,4,5,23,1,4,1223100
1223.2,16,0,4,2,4,3,15,0,6,1223200
1223.3,24,0,1,0,3,3,20,2,4,1223300
1223.4,17,2,4,1,3,3,16,2,2,1223400
1223.5,22,0,3,1,2,0,17,2,1,1223500
1223.6,14,1,3,2,5,3,25,0,2,1223600
1223.7,17,5,3,1,3,3,23,1,1,1223700
1223.8,10,3,1,2,3,2,16,0,4,1223800
1223.9,19,1,3,3,4,5,20,0,3,1223900
1224,21,3,4,1,6,7,35,0,2,1224000
1224.1,27,0,4,1,2,5,27,4,2,1224100
1224.2,19,3,3,0,4,1,23,0,0,1224200
1224.3,15,2,8,1,3,4,26,1,7,1224300
1224.4,21,1,4,5,4,4,38,0,1,1224400
1224.5,13,1,2,3,2,2,27,2,5,1224500
1224.6,21,0,4,2,3,5,25,3,2,1224600
1224.7,14,1,5,1,4,2,16,0,1,1224700
1224.8,17,0,3,1,1,3,22,2,2,1224800
1224.9,19,3,1,2,4,3,18,2,3,1224900
1225,20,2,3,2,5,2,22,3,2,1225000
1225.1,19,0,2,3,3,2,14,1,1,1225100
1225.2,15,0,3,2,7,3,14,1,1,1225200
1225.3,19,1,4,2,7,3,18,0,4,1225300
1225.4,17,1,1,2,3,3,20,2,1,1225400
1225.5,17,1,5,1,2,1,27,1,1,1225500
1225.6,26,1,5,6,4,3,31,1,6,1225600
1225.7,24,2,5,2,4,3,26,0,0,1225700
1225.8,17,1,1,2,7,3,12,0,1,1225800
1225.9,18,1,4,0,4,1,26,2,0,1225900
1226,18,3,3,2,1,1,21,1,2,1226000
1226.1,15,3,1,2,8,0,16,3,2,1226100
1226.2,22,0,4,1,3,1,24,0,1,1226200
1226.3,19,0,3,0,5,3,15,0,1,1226300
1226.4,15,1,3,1,3,4,19,3,3,1226400
1226.5,20,0,2,0,6,2,24,0,4,1226500
1226.6,18,2,3,5,3,2,26,2,1,1226600
1226.7,15,1,2,1,3,3,19,3,0,1226700
1226.8,17,2,5,4,6,4,20,1,3,1226800
1226.9,24,2,2,0,4,2,11,3,2,1226900
1227,21,0,3,3,1,1,13,0,4,1227000
1227.1,24,1,5,1,8,3,13,2,3,1227100
1227.2,24,1,2,3,5,2,28,1,3,1227200
1227.3,27,1,3,2,2,6,19,3,0,1227300
1227.4,15,2,2,0,5,3,13,3,1,1227400
1227.5,17,0,2,4,2,7,8,0,3,1227500
1227.6,14,1,6,2,4,1,15,2,4,1227600
1227.7,16,1,3,3,4,4,29,1,3,1227700
1227.8,15,1,3,2,3,1,40,1,2,1227800
1227.9,23,4,6,3,5,1,23,2,6,1227900
1228,21,1,4,6,7,4,27,2,1,1228000
1228.1,14,0,2,3,3,6,21,1,1,1228100
1228.2,20,3,2,1,5,1,22,3,3,1228200
1228.3,24,2,3,3,6,1,18,1,2,1228300
1228.4,17,1,3,3,2,5,22,1,3,1228400
1228.5,16,0,1,0,1,5,14,3,4,1228500
1228.6,18,1,3,1,1,1,23,1,3,1228600
1228.7,23,3,2,1,5,2,14,0,3,1228700
1228.8,21,2,4,3,6,2,18,2,2,1228800
1228.9,20,2,7,3,2,3,16,1,2,1228900
1229,26,2,0,2,1,1,18,1,2,1229000
1229.1,14,2,4,1,5,2,8,1,3,1229100
1229.2,22,0,5,3,4,0,15,1,1,1229200
1229.3,18,2,1,3,0,1,15,0,2,1229300
1229.4,21,1,3,1,6,3,28,2,4,1229400
1229.5,27,1,1,0,4,3,29,3,0,1229500
1229.6,22,4,3,2,6,1,32,0,4,1229600
1229.7,15,4,2,2,4,3,21,2,1,1229700
1229.8,16,0,2,1,2,2,17,0,3,1229800
1229.9,22,0,2,1,8,2,22,0,4,1229900
1230,27,0,3,2,4,2,17,1,1,1230000
1230.1,16,2,4,1,2,3,30,0,1,1230100
1230.2,22,0,0,4,1,1,26,0,2,1230200
1230.3,25,2,4,2,5,2,26,2,5,1230300
1230.4,19,3,1,2,7,2,28,2,3,1230400
1230.5,24,0,3,1,6,1,28,2,6,1230500
1230.6,15,2,2,3,10,2,32,1,1,1230600
1230.7,19,0,3,4,4,4,31,0,4,1230700
1230.8,20,1,2,1,4,1,26,0,2,1230800
1230.9,16,1,3,2,6,1,19,0,1,1230900
1231,19,1,3,0,5,2,28,0,2,1231000
1231.1,21,3,2,5,4,3,24,2,0,1231100
1231.2,15,1,3,2,3,3,18,1,4,1231200
1231.3,19,1,7,2,7,3,18,1,2,1231300
1231.4,24,0,5,3,7,4,20,2,6,1231400
1231.5,16,0,3,2,0,4,25,1,2,1231500
1231.6,14,1,4,3,6,3,27,3,2,1231600
1231.7,15,3,3,2,7,0,17,0,1,1231700
1231.8,19,2,2,2,7,2,21,1,2,1231800
1231.9,17,1,3,0,2,3,21,2,1,1231900
1232,26,1,2,1,3,2,30,2,2,1232000
1232.1,19,1,3,4,3,2,26,0,0,1232100
1232.2,12,1,2,1,4,1,31,1,2,1232200
1232.3,16,1,4,3,2,2,19,1,4,1232300
1232.4,17,1,5,2,7,5,34,0,6,1232400
1232.5,14,0,5,0,3,3,26,1,2,1232500
1232.6,20,3,5,2,9,4,19,2,8,1232600
1232.7,18,1,0,1,2,4,25,1,4,1232700
1232.8,20,3,3,0,5,4,25,2,3,1232800
1232.9,13,0,2,4,1,0,21,1,0,1232900
1233,21,2,2,0,4,0,27,0,5,1233000
1233.1,23,1,7,0,3,3,30,2,3,1233100
1233.2,17,0,5,1,2,4,21,1,1,1233200
1233.3,9,1,3,5,6,4,15,0,3,1233300
1233.4,18,1,1,1,3,5,23,0,1,1233400
1233.5,15,3,3,3,2,6,16,0,4,1233500
1233.6,27,2,4,3,5,2,19,2,1,1233600
1233.7,17,2,4,1,3,3,22,1,3,1233700
1233.8,12,0,5,1,4,1,24,0,2,1233800
